1;1.3.2.02.01.02.003;Mini Bus;TOYOTA RUSH; MHFE2CJ3JEK090900; MHFE2CJ3JEK090900; DEV1752 ;D 1320 A;2014;Unit;Unit;206580000;Oprasional UPTD PLD;8;206580000;206580000;0
169;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;3;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
170;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;4;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
171;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;5;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
172;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;6;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
173;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;7;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
174;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;8;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
175;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;9;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
176;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;10;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
177;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;11;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
178;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;12;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
179;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;13;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
180;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;14;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
181;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;15;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
182;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;16;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
183;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;17;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
184;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;18;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
185;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;19;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
186;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;20;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
187;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;21;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
188;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;22;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
189;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;23;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
190;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;24;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
191;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;25;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
192;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;26;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
193;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;27;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
194;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;28;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
195;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;29;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
196;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;30;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
197;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;31;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
198;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;32;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
199;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;33;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
200;1.3.2.10.02.04.024;Switch;Digitools; TP-580T;34;;;2019;1;Unit;3449500;R. Commander (belakang Monitor);4;1509200;2371600;862400
